strategy,start,end,cagr,sharpe,mdd,avg_daily_ret,vol_daily,fee_bps,slippage_bps,rebalance_count,top_n,good_regimes,sma_window,require_above_sma,fundamentals_view,fundamentals_asof,market_gate,market_sma_window,market_sma_mult
S2,2013-10-14,2026-02-06,0.10896538634519315,0.8252615765867983,-0.24035044734312005,0.00046011355711792005,0.008850619596405937,5.0,5.0,642,30,"4,3",140,True,s2_fund_scores_monthly,True,True,60,1.02
