strategy,rebalance_date,fund_asof_date,ticker,weight,regime,regime_score,growth_score,score_rank,top_n,good_regimes,sma_window,require_above_sma,market_gate,market_ok,market_price,market_sma,market_sma_window,market_sma_mult,market_entry_mult,market_exit_mult
S2,2019-01-31,,015760,0.03333333333333333,4.0,0.8622950819672132,84.69999999999999,81.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,017800,0.03333333333333333,4.0,0.921311475409836,54.5,53.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,018260,0.03333333333333333,3.0,0.6655737704918033,39.699999999999996,29.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,018670,0.03333333333333333,3.0,0.6098360655737705,43.4,37.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,018880,0.03333333333333333,3.0,0.6950819672131148,70.2,71.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,020560,0.03333333333333333,3.0,0.7836065573770492,93.49999999999999,92.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,021240,0.03333333333333333,3.0,0.760655737704918,48.9,41.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,042660,0.03333333333333333,4.0,0.8491803278688524,70.3,72.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,051600,0.03333333333333333,4.0,0.8131147540983606,54.89999999999999,54.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,051900,0.03333333333333333,3.0,0.7967213114754098,62.8,63.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,069620,0.03333333333333333,4.0,0.9114754098360656,82.5,79.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,082740,0.03333333333333333,4.0,0.8524590163934426,94.5,95.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,086280,0.03333333333333333,4.0,0.8229508196721311,59.39999999999999,59.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-01-31,,103140,0.03333333333333333,4.0,0.8459016393442623,59.599999999999994,60.0,30,"4,3",140,True,True,True,1.3127854962753143,1.2645781454874496,60,1.02,1.02,1.0
S2,2019-02-28,,000100,0.03333333333333333,3.0,0.7100977198697068,57.4,57.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,000120,0.03333333333333333,4.0,0.9250814332247557,40.8,31.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,001430,0.03333333333333333,4.0,0.8143322475570033,27.6,18.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,002380,0.03333333333333333,3.0,0.7850162866449512,53.599999999999994,52.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,004020,0.03333333333333333,3.0,0.742671009771987,47.8,40.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,004800,0.03333333333333333,4.0,0.990228013029316,69.19999999999999,67.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,006260,0.03333333333333333,3.0,0.7166123778501629,62.099999999999994,62.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,006400,0.03333333333333333,3.0,0.7654723127035831,51.5,48.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,008930,0.03333333333333333,3.0,0.7231270358306189,74.3,76.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,009420,0.03333333333333333,4.0,0.8925081433224755,50.3,43.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,009830,0.03333333333333333,4.0,0.9315960912052117,71.8,74.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,010060,0.03333333333333333,3.0,0.6514657980456026,18.2,10.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,011210,0.03333333333333333,4.0,0.9837133550488599,88.69999999999999,84.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,012330,0.03333333333333333,4.0,0.9446254071661238,91.0,87.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,014680,0.03333333333333333,3.0,0.6970684039087948,51.099999999999994,47.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,015760,0.03333333333333333,4.0,0.8827361563517915,85.0,82.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,018260,0.03333333333333333,4.0,0.9087947882736156,40.0,29.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,018670,0.03333333333333333,3.0,0.6058631921824105,43.699999999999996,37.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,018880,0.03333333333333333,4.0,0.8110749185667753,70.5,71.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,021240,0.03333333333333333,4.0,0.8664495114006515,49.199999999999996,41.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,028260,0.03333333333333333,3.0,0.7328990228013029,42.099999999999994,33.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,051600,0.03333333333333333,4.0,0.8371335504885994,55.199999999999996,54.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,051900,0.03333333333333333,3.0,0.6091205211726385,63.099999999999994,63.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,065350,0.03333333333333333,3.0,0.755700325732899,27.4,17.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,086280,0.03333333333333333,4.0,0.8534201954397395,59.699999999999996,59.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,103140,0.03333333333333333,3.0,0.7752442996742671,59.89999999999999,60.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,128940,0.03333333333333333,3.0,0.758957654723127,45.6,39.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,161890,0.03333333333333333,4.0,0.8501628664495114,40.3,30.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,192820,0.03333333333333333,3.0,0.6449511400651465,52.0,50.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-02-28,,204320,0.03333333333333333,4.0,0.8338762214983714,89.0,85.0,30,"4,3",140,True,True,True,1.3205747444435516,1.286058503037596,60,1.02,1.02,1.0
S2,2019-03-29,,,0.0,,,,,30,"4,3",140,True,True,False,1.2882249051316461,1.298102185574367,60,1.02,,
S2,2019-04-30,,,0.0,,,,,30,"4,3",140,True,True,False,1.3223067867831553,1.3170809807035893,60,1.02,,
S2,2019-05-31,,,0.0,,,,,30,"4,3",140,True,True,False,1.2273506307055722,1.295090639359489,60,1.02,,
S2,2019-06-28,,,0.0,,,,,30,"4,3",140,True,True,False,1.2580770332135238,1.280635151306048,60,1.02,,
S2,2019-07-31,,,0.0,,,,,30,"4,3",140,True,True,False,1.1815284391459526,1.2402826074650355,60,1.02,,
S2,2019-08-30,,,0.0,,,,,30,"4,3",140,True,True,False,1.1586552013179003,1.202683549045712,60,1.02,,
S2,2019-09-30,,000660,0.03333333333333333,4.0,0.9335443037974683,14.0,8.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,003230,0.03333333333333333,4.0,0.9018987341772152,58.39999999999999,52.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,005930,0.03333333333333333,3.0,0.7784810126582279,64.8,59.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,007070,0.03333333333333333,4.0,0.8132911392405063,53.5,50.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,009150,0.03333333333333333,4.0,0.8291139240506329,15.7,10.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,010950,0.03333333333333333,4.0,0.9367088607594937,47.599999999999994,43.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,011070,0.03333333333333333,4.0,0.8006329113924051,62.89999999999999,58.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,011210,0.03333333333333333,4.0,0.810126582278481,72.9,70.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,011790,0.03333333333333333,3.0,0.7215189873417721,52.199999999999996,49.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,012330,0.03333333333333333,4.0,0.8512658227848101,75.1,74.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,012450,0.03333333333333333,4.0,0.9620253164556962,69.4,65.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,012510,0.03333333333333333,4.0,0.8259493670886076,41.599999999999994,33.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,017800,0.03333333333333333,3.0,0.6677215189873418,83.39999999999999,90.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,018880,0.03333333333333333,3.0,0.7468354430379747,57.0,51.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,021240,0.03333333333333333,4.0,0.8892405063291139,45.99999999999999,40.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,028670,0.03333333333333333,3.0,0.6708860759493671,36.4,27.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,034020,0.03333333333333333,4.0,0.8924050632911392,72.39999999999999,69.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,034230,0.03333333333333333,4.0,0.9082278481012658,32.4,21.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,047040,0.03333333333333333,3.0,0.6392405063291139,76.5,79.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,047050,0.03333333333333333,3.0,0.7721518987341772,33.199999999999996,23.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,047810,0.03333333333333333,4.0,0.8765822784810127,13.6,7.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,051600,0.03333333333333333,4.0,0.8955696202531646,65.69999999999999,60.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,051900,0.03333333333333333,3.0,0.689873417721519,44.4,38.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,084370,0.03333333333333333,4.0,0.9430379746835443,9.599999999999998,4.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,086280,0.03333333333333333,3.0,0.620253164556962,67.19999999999999,63.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,095660,0.03333333333333333,4.0,0.8354430379746836,50.5,47.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,204320,0.03333333333333333,4.0,0.9556962025316456,61.3,57.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,241560,0.03333333333333333,3.0,0.629746835443038,28.199999999999996,18.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,267250,0.03333333333333333,4.0,0.8639240506329114,20.699999999999996,13.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-09-30,,271560,0.03333333333333333,4.0,0.8386075949367089,6.3999999999999995,2.0,30,"4,3",140,True,True,True,1.1897157867000094,1.1804897927794495,60,1.02,1.02,1.0
S2,2019-10-31,,000120,0.03333333333333333,4.0,0.8233438485804416,27.799999999999997,18.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,000660,0.03333333333333333,3.0,0.6340694006309149,14.0,8.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,003230,0.03333333333333333,4.0,0.9463722397476341,58.39999999999999,52.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,005930,0.03333333333333333,3.0,0.6845425867507886,64.8,59.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,006260,0.03333333333333333,3.0,0.7034700315457413,69.19999999999999,64.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,006280,0.03333333333333333,4.0,0.861198738170347,77.6,81.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,009150,0.03333333333333333,4.0,0.8706624605678234,16.4,10.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,009420,0.03333333333333333,4.0,0.917981072555205,34.0,25.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,010950,0.03333333333333333,3.0,0.6750788643533123,48.3,43.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,011070,0.03333333333333333,3.0,0.6719242902208202,62.89999999999999,58.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,011210,0.03333333333333333,4.0,0.807570977917981,72.9,70.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,011790,0.03333333333333333,3.0,0.6466876971608833,52.199999999999996,49.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,012450,0.03333333333333333,4.0,0.8170347003154574,69.4,65.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,012510,0.03333333333333333,3.0,0.7570977917981072,41.599999999999994,33.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,014680,0.03333333333333333,4.0,0.804416403785489,32.2,21.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,018670,0.03333333333333333,3.0,0.7129337539432177,75.4,75.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,020150,0.03333333333333333,3.0,0.6435331230283912,44.199999999999996,37.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,021240,0.03333333333333333,3.0,0.6971608832807571,45.99999999999999,40.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,028260,0.03333333333333333,3.0,0.6656151419558359,44.0,36.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,034230,0.03333333333333333,4.0,0.8548895899053628,33.099999999999994,22.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,034730,0.03333333333333333,3.0,0.7981072555205048,48.599999999999994,44.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,047810,0.03333333333333333,3.0,0.6624605678233438,13.6,7.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,064260,0.03333333333333333,4.0,0.8485804416403786,47.8,42.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,084370,0.03333333333333333,4.0,0.943217665615142,9.599999999999998,4.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,090430,0.03333333333333333,4.0,0.8832807570977917,74.5,72.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,095660,0.03333333333333333,4.0,0.9337539432176656,51.199999999999996,47.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,120110,0.03333333333333333,4.0,0.832807570977918,76.4,77.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,204320,0.03333333333333333,3.0,0.6403785488958991,61.3,57.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,267250,0.03333333333333333,3.0,0.6151419558359621,20.699999999999996,13.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-10-31,,271560,0.03333333333333333,4.0,0.9148264984227129,6.3999999999999995,2.0,30,"4,3",140,True,True,True,1.1903681395201613,1.1707030082671954,60,1.02,1.02,1.0
S2,2019-11-29,,,0.0,,,,,30,"4,3",140,True,True,True,1.1983972892672723,1.1969191619610116,60,1.02,,
S2,2019-12-30,,,0.0,,,,,30,"4,3",140,True,True,True,1.2381076482145787,1.2054534506169376,60,1.02,,
S2,2020-01-31,,,0.0,,,,,30,"4,3",140,True,True,False,1.160534270937856,1.2148983558706756,60,1.02,,
S2,2020-02-28,,,0.0,,,,,30,"4,3",140,True,True,False,1.0812887561411535,1.1997245411915771,60,1.02,,
S2,2020-03-31,,,0.0,,,,,30,"4,3",140,True,True,False,0.942905223913874,1.1029146414536606,60,1.02,,
S2,2020-04-29,,,0.0,,,,,30,"4,3",140,True,True,True,1.0864600315278579,1.0397766109397533,60,1.02,,
S2,2020-05-29,,,0.0,,,,,30,"4,3",140,True,True,True,1.1349438702418104,1.0189861660916477,60,1.02,,
S2,2020-06-30,,000880,0.03333333333333333,3.0,0.7133956386292835,74.69999999999999,74.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,001120,0.03333333333333333,4.0,0.8909657320872274,62.0,56.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,001440,0.03333333333333333,3.0,0.6105919003115264,95.6,97.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,003230,0.03333333333333333,3.0,0.6542056074766355,24.9,15.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,003670,0.03333333333333333,4.0,0.8785046728971962,55.9,50.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,006400,0.03333333333333333,3.0,0.67601246105919,33.8,23.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,009830,0.03333333333333333,3.0,0.6697819314641744,55.099999999999994,49.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,010140,0.03333333333333333,3.0,0.7663551401869159,35.8,27.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,011070,0.03333333333333333,3.0,0.7850467289719626,46.8,40.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,011200,0.03333333333333333,4.0,0.8629283489096573,103.6,105.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,011790,0.03333333333333333,3.0,0.7757009345794392,98.39999999999999,99.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,014680,0.03333333333333333,4.0,0.8286604361370716,61.0,55.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,017960,0.03333333333333333,3.0,0.6043613707165109,13.299999999999999,7.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,020150,0.03333333333333333,3.0,0.7445482866043613,45.8,38.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,034730,0.03333333333333333,4.0,0.881619937694704,88.79999999999998,91.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,042660,0.03333333333333333,4.0,0.9314641744548287,114.89999999999998,113.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,060370,0.03333333333333333,3.0,0.7601246105919003,114.99999999999999,114.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,064260,0.03333333333333333,3.0,0.6261682242990654,82.6,85.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,064350,0.03333333333333333,3.0,0.632398753894081,86.1,88.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,065350,0.03333333333333333,3.0,0.7694704049844237,76.4,77.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,079550,0.03333333333333333,3.0,0.7632398753894081,6.6,2.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,082740,0.03333333333333333,4.0,0.9439252336448598,43.3,36.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,084370,0.03333333333333333,4.0,0.8598130841121495,98.39999999999999,100.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,095660,0.03333333333333333,4.0,0.9065420560747663,56.0,51.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,096770,0.03333333333333333,3.0,0.7040498442367601,103.0,104.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,097230,0.03333333333333333,3.0,0.6386292834890965,62.1,58.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,097950,0.03333333333333333,3.0,0.778816199376947,30.299999999999997,20.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,112610,0.03333333333333333,4.0,0.8099688473520249,9.599999999999998,6.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,131290,0.03333333333333333,4.0,0.9906542056074766,49.3,42.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-06-30,,298040,0.03333333333333333,4.0,0.9813084112149533,7.1,4.0,30,"4,3",140,True,True,True,1.1429739876267209,1.1018715052582797,60,1.02,1.02,1.0
S2,2020-07-31,,000880,0.03333333333333333,3.0,0.6791277258566978,74.69999999999999,74.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,000990,0.03333333333333333,3.0,0.6884735202492211,17.1,10.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,003670,0.03333333333333333,4.0,0.8006230529595015,55.9,50.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,004370,0.03333333333333333,3.0,0.6012461059190031,63.099999999999994,59.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,006280,0.03333333333333333,4.0,0.8473520249221184,72.1,70.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,006400,0.03333333333333333,3.0,0.7601246105919003,33.8,23.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
S2,2020-07-31,,007660,0.03333333333333333,3.0,0.6542056074766355,106.1,106.0,30,"4,3",140,True,True,True,1.2337865178385723,1.1661046267282562,60,1.02,1.02,1.0
