trade_id,ticker,name,entry_date,entry_price,exit_date,exit_price,holding_days,return,status
320,000880,한화,2020-06-30,22150.0,2020-09-29,25150.0,91,0.13544018058690743,CLOSED
321,000990,DB하이텍,2020-07-31,34100.0,2020-09-29,37500.0,60,0.0997067448680351,CLOSED
322,003550,LG,2020-08-31,78124.0,2020-09-29,70000.0,29,-0.1039885310531975,CLOSED
323,003670,포스코퓨처엠,2020-06-30,68326.0,2020-09-29,76241.0,91,0.11584170008488726,CLOSED
324,004020,현대제철,2020-08-31,25100.0,2020-09-29,24600.0,29,-0.019920318725099584,CLOSED
325,004370,농심,2020-07-31,369000.0,2020-09-29,314000.0,60,-0.14905149051490518,CLOSED
326,006260,LS,2020-08-31,45250.0,2020-09-29,52500.0,29,0.16022099447513805,CLOSED
327,006280,녹십자,2020-07-31,227000.0,2020-09-29,221500.0,60,-0.024229074889867808,CLOSED
328,006400,삼성SDI,2020-06-30,355878.0,2020-09-29,424410.0,91,0.19257161161971248,CLOSED
329,008930,한미사이언스,2020-07-31,39866.0,2020-09-29,55547.0,60,0.3933426980384287,CLOSED
330,009420,한올바이오파마,2020-08-31,34550.0,2020-09-29,34000.0,29,-0.01591895803183796,CLOSED
331,009830,한화솔루션,2020-06-30,23279.0,2020-09-29,46498.0,91,0.997422569698011,CLOSED
332,014680,한솔케미칼,2020-06-30,127000.0,2020-09-29,149500.0,91,0.17716535433070857,CLOSED
333,018670,SK가스,2020-08-31,94200.0,2020-09-29,97300.0,29,0.03290870488322728,CLOSED
334,018880,한온시스템,2020-08-31,11991.0,2020-09-29,11479.0,29,-0.04269869068468013,CLOSED
335,021240,코웨이,2020-07-31,76700.0,2020-09-29,79300.0,60,0.03389830508474567,CLOSED
336,034020,두산에너빌리티,2020-07-31,9309.0,2020-09-29,11792.0,60,0.2667311204210978,CLOSED
337,064260,다날,2020-08-31,5180.0,2020-09-29,4950.0,29,-0.044401544401544424,CLOSED
338,066570,LG전자,2020-07-31,70700.0,2020-09-29,91700.0,60,0.29702970297029707,CLOSED
339,086280,현대글로비스,2020-08-31,72778.0,2020-09-29,72028.0,29,-0.010305312044848747,CLOSED
340,095660,네오위즈,2020-06-30,27700.0,2020-09-29,25700.0,91,-0.07220216606498198,CLOSED
341,097950,CJ제일제당,2020-06-30,326000.0,2020-09-29,395000.0,91,0.21165644171779152,CLOSED
342,112610,씨에스윈드,2020-06-30,19929.0,2020-09-29,47022.0,91,1.359476140298058,CLOSED
343,128940,한미약품,2020-08-31,284431.0,2020-09-29,253806.0,29,-0.10767110476706121,CLOSED
344,131290,티에스이,2020-06-30,26500.0,2020-09-29,34100.0,91,0.2867924528301886,CLOSED
345,161390,한국타이어앤테크놀로지,2020-08-31,29500.0,2020-09-29,31500.0,29,0.06779661016949157,CLOSED
346,192820,코스맥스,2020-08-31,99984.0,2020-09-29,113708.0,29,0.13726196191390616,CLOSED
347,204320,HL만도,2020-08-31,31400.0,2020-09-29,35650.0,29,0.1353503184713376,CLOSED
348,298040,효성중공업,2020-06-30,28900.0,2020-09-29,56500.0,91,0.9550173010380623,CLOSED
349,001120,LX인터내셔널,2020-11-30,19100.0,2020-12-30,24700.0,30,0.293193717277487,CLOSED
350,004170,신세계,2020-11-30,230500.0,2020-12-30,239500.0,30,0.0390455531453362,CLOSED
351,004800,효성,2020-11-30,61858.0,2020-12-30,58853.0,30,-0.04857900352420064,CLOSED
352,004990,롯데지주,2020-11-30,35400.0,2020-12-30,35300.0,30,-0.0028248587570621764,CLOSED
353,005850,에스엘,2020-11-30,16500.0,2020-12-30,16250.0,30,-0.015151515151515138,CLOSED
354,006260,LS,2020-11-30,63200.0,2020-12-30,71400.0,30,0.129746835443038,CLOSED
355,006280,녹십자,2020-11-30,357500.0,2020-12-30,406000.0,30,0.13566433566433567,CLOSED
356,008930,한미사이언스,2020-11-30,66411.0,2020-12-30,73292.0,30,0.10361235337519381,CLOSED
357,009540,HD한국조선해양,2020-11-30,103000.0,2020-12-30,108500.0,30,0.05339805825242716,CLOSED
358,009830,한화솔루션,2020-11-30,57745.0,2020-12-30,57926.0,30,0.003134470516927834,CLOSED
359,010140,삼성중공업,2020-11-30,6447.0,2020-12-30,6645.0,30,0.030711959050721216,CLOSED
360,011210,현대위아,2020-11-30,47100.0,2020-12-30,53500.0,30,0.13588110403397025,CLOSED
361,017960,한국카본,2020-11-30,13150.0,2020-12-30,13450.0,30,0.02281368821292773,CLOSED
362,018880,한온시스템,2020-11-30,13989.0,2020-12-30,15105.0,30,0.0797769676174136,CLOSED
363,022100,포스코DX,2020-11-30,7050.0,2020-12-30,7750.0,30,0.09929078014184389,CLOSED
364,034230,파라다이스,2020-11-30,14800.0,2020-12-30,15300.0,30,0.03378378378378377,CLOSED
365,069960,현대백화점,2020-11-30,70900.0,2020-12-30,71400.0,30,0.007052186177715081,CLOSED
366,081660,미스토홀딩스,2020-11-30,41300.0,2020-12-30,43700.0,30,0.05811138014527839,CLOSED
367,082740,한화엔진,2020-11-30,5342.0,2020-12-30,6590.0,30,0.2336203669037813,CLOSED
368,086280,현대글로비스,2020-11-30,89035.0,2020-12-30,92036.0,30,0.033705846015611884,CLOSED
369,097230,HJ중공업,2020-11-30,8780.0,2020-12-30,7320.0,30,-0.16628701594533024,CLOSED
370,103590,일진전기,2020-11-30,3072.0,2020-12-30,2996.0,30,-0.02473958333333337,CLOSED
371,112610,씨에스윈드,2020-11-30,60735.0,2020-12-30,88552.0,30,0.45800609203918663,CLOSED
372,128940,한미약품,2020-11-30,332686.0,2020-12-30,346409.0,30,0.04124910576339258,CLOSED
373,131290,티에스이,2020-11-30,55500.0,2020-12-30,62700.0,30,0.12972972972972974,CLOSED
374,139480,이마트,2020-11-30,154000.0,2020-12-30,151500.0,30,-0.016233766233766267,CLOSED
375,204320,HL만도,2020-11-30,48500.0,2020-12-30,58800.0,30,0.21237113402061847,CLOSED
376,298020,효성티앤씨,2020-11-30,184500.0,2020-12-30,211000.0,30,0.14363143631436315,CLOSED
377,298040,효성중공업,2020-11-30,62000.0,2020-12-30,62200.0,30,0.003225806451612856,CLOSED
378,307950,현대오토에버,2020-11-30,80400.0,2020-12-30,123500.0,30,0.5360696517412935,CLOSED
379,000990,DB하이텍,2021-03-31,56300.0,2021-04-30,55300.0,30,-0.017761989342806372,CLOSED
380,003670,포스코퓨처엠,2021-03-31,150243.0,2021-04-30,144428.0,30,-0.038703966241355636,CLOSED
381,005440,현대지에프홀딩스,2021-03-31,6948.0,2021-04-30,6408.0,30,-0.07772020725388606,CLOSED
382,005850,에스엘,2021-03-31,22300.0,2021-04-30,22650.0,30,0.015695067264573925,CLOSED
383,006040,동원산업,2021-03-31,46739.0,2021-04-30,49103.0,30,0.05057874580115107,CLOSED
384,006400,삼성SDI,2021-03-31,646161.0,2021-04-30,640287.0,30,-0.009090613639634704,CLOSED
385,011070,LG이노텍,2021-03-31,205500.0,2021-04-30,201000.0,30,-0.021897810218978075,CLOSED
386,011780,금호석유화학,2021-03-31,265000.0,2021-04-30,260000.0,30,-0.018867924528301883,CLOSED
387,012450,한화에어로스페이스,2021-03-31,41662.0,2021-04-30,39320.0,30,-0.05621429600115213,CLOSED
388,023590,다우기술,2021-03-31,27050.0,2021-04-30,26600.0,30,-0.01663585951940849,CLOSED
389,047810,한국항공우주,2021-03-31,36750.0,2021-04-30,32600.0,30,-0.11292517006802716,CLOSED
390,065350,신성델타테크,2021-03-31,8590.0,2021-04-30,9840.0,30,0.1455180442374855,CLOSED
391,066570,LG전자,2021-03-31,150000.0,2021-04-30,157500.0,30,0.050000000000000044,CLOSED
392,079550,LIG넥스원,2021-03-31,40150.0,2021-04-30,39600.0,30,-0.013698630136986356,CLOSED
393,000720,현대건설,2021-04-30,49038.0,2021-05-31,55849.0,31,0.13889228761368733,CLOSED
394,001120,LX인터내셔널,2021-03-31,31900.0,2021-05-31,31000.0,61,-0.028213166144200663,CLOSED
395,007660,이수페타시스,2021-04-30,3472.0,2021-05-31,3053.0,31,-0.12067972350230416,CLOSED
396,009540,HD한국조선해양,2021-04-30,153500.0,2021-05-31,142500.0,31,-0.07166123778501632,CLOSED
397,014680,한솔케미칼,2021-03-31,241000.0,2021-05-31,249000.0,61,0.03319502074688807,CLOSED
398,023530,롯데쇼핑,2021-04-30,124000.0,2021-05-31,121500.0,31,-0.020161290322580627,CLOSED
399,052400,코나아이,2021-03-31,42200.0,2021-05-31,43900.0,61,0.04028436018957349,CLOSED
400,064260,다날,2021-03-31,8500.0,2021-05-31,6940.0,61,-0.18352941176470583,CLOSED
401,069960,현대백화점,2021-03-31,90700.0,2021-05-31,93100.0,61,0.026460859977949225,CLOSED
402,103140,풍산,2021-03-31,33500.0,2021-05-31,40200.0,61,0.19999999999999996,CLOSED
403,111770,영원무역,2021-03-31,40000.0,2021-05-31,47300.0,61,0.1825000000000001,CLOSED
404,120110,코오롱인더,2021-04-30,60500.0,2021-05-31,62300.0,31,0.02975206611570247,CLOSED
405,241560,두산밥캣,2021-04-30,45650.0,2021-05-31,51300.0,31,0.12376779846659369,CLOSED
406,267260,HD현대일렉트릭,2021-04-30,22050.0,2021-05-31,21900.0,31,-0.006802721088435382,CLOSED
407,005440,현대지에프홀딩스,2021-05-31,7442.0,2021-06-30,7080.0,30,-0.048642837946788475,CLOSED
408,006040,동원산업,2021-05-31,53740.0,2021-06-30,47830.0,30,-0.1099739486416077,CLOSED
409,009970,영원무역홀딩스,2021-03-31,43300.0,2021-06-30,48300.0,91,0.11547344110854496,CLOSED
410,079550,LIG넥스원,2021-05-31,44250.0,2021-06-30,42450.0,30,-0.04067796610169494,CLOSED
411,082740,한화엔진,2021-03-31,7343.0,2021-06-30,7491.0,91,0.020155249897861882,CLOSED
412,084370,유진테크,2021-03-31,44550.0,2021-06-30,45300.0,91,0.01683501683501687,CLOSED
413,097950,CJ제일제당,2021-05-31,488500.0,2021-06-30,461000.0,30,-0.05629477993858756,CLOSED
414,131290,티에스이,2021-05-31,63800.0,2021-06-30,58600.0,30,-0.08150470219435735,CLOSED
415,192820,코스맥스,2021-03-31,119589.0,2021-06-30,131000.0,91,0.09541847494334754,CLOSED
416,001440,대한전선,2021-05-31,17586.0,2021-07-30,22428.0,60,0.27533265097236437,CLOSED
417,002380,KCC,2021-03-31,237500.0,2021-07-30,355000.0,121,0.49473684210526314,CLOSED
418,003550,LG,2021-04-30,119500.0,2021-07-30,94200.0,91,-0.21171548117154815,CLOSED
419,004990,롯데지주,2021-05-31,41000.0,2021-07-30,37750.0,60,-0.07926829268292679,CLOSED
420,005850,에스엘,2021-05-31,33200.0,2021-07-30,33000.0,60,-0.0060240963855421326,CLOSED
421,007660,이수페타시스,2021-06-30,3589.0,2021-07-30,3221.0,30,-0.10253552521593756,CLOSED
422,008930,한미사이언스,2021-06-30,73677.0,2021-07-30,69054.0,30,-0.06274685451362028,CLOSED
423,011200,HMM,2021-03-31,29000.0,2021-07-30,40000.0,121,0.3793103448275863,CLOSED
424,011790,SKC,2021-06-30,158500.0,2021-07-30,161500.0,30,0.018927444794952786,CLOSED
425,012450,한화에어로스페이스,2021-05-31,47672.0,2021-07-30,52766.0,60,0.10685517704312808,CLOSED
426,017670,SK텔레콤,2021-04-30,52365.0,2021-07-30,51933.0,91,-0.008249785161844714,CLOSED
427,017800,현대엘리베이터,2021-06-30,53100.0,2021-07-30,54000.0,30,0.016949152542372836,CLOSED
428,021240,코웨이,2021-05-31,83200.0,2021-07-30,85800.0,60,0.03125,CLOSED
429,022100,포스코DX,2021-06-30,8560.0,2021-07-30,7930.0,30,-0.07359813084112155,CLOSED
430,028050,삼성E&A,2021-05-31,18900.0,2021-07-30,23350.0,60,0.23544973544973535,CLOSED
431,028670,팬오션,2021-03-31,6170.0,2021-07-30,7550.0,121,0.22366288492706654,CLOSED
432,030200,KT,2021-04-30,28350.0,2021-07-30,33800.0,91,0.1922398589065255,CLOSED
433,032640,LG유플러스,2021-05-31,15100.0,2021-07-30,14550.0,60,-0.03642384105960261,CLOSED
434,034020,두산에너빌리티,2021-06-30,23020.0,2021-07-30,20993.0,30,-0.08805386620330147,CLOSED
435,042700,한미반도체,2021-03-31,12200.0,2021-07-30,18325.0,121,0.5020491803278688,CLOSED
436,047040,대우건설,2021-04-30,7390.0,2021-07-30,7450.0,91,0.008119079837618504,CLOSED
437,051600,한전KPS,2021-04-30,33950.0,2021-07-30,42650.0,91,0.25625920471281294,CLOSED
438,064350,현대로템,2021-06-30,24250.0,2021-07-30,24850.0,30,0.024742268041237025,CLOSED
439,065350,신성델타테크,2021-05-31,11750.0,2021-07-30,16200.0,60,0.37872340425531914,CLOSED
440,066970,엘앤에프,2021-04-30,87329.0,2021-07-30,107300.0,91,0.22868691957997922,CLOSED
441,097230,HJ중공업,2021-04-30,8700.0,2021-07-30,7990.0,91,-0.08160919540229883,CLOSED
442,103140,풍산,2021-06-30,38150.0,2021-07-30,38550.0,30,0.010484927916120546,CLOSED
443,103590,일진전기,2021-03-31,3620.0,2021-07-30,6116.0,121,0.6895027624309393,CLOSED
444,282330,BGF리테일,2021-05-31,181500.0,2021-07-30,161500.0,60,-0.11019283746556474,CLOSED
445,307950,현대오토에버,2021-06-30,135500.0,2021-07-30,128000.0,30,-0.05535055350553508,CLOSED
446,000990,DB하이텍,2022-03-31,74900.0,2022-04-29,67700.0,29,-0.09612817089452608,CLOSED
447,001120,LX인터내셔널,2022-03-31,34450.0,2022-04-29,38450.0,29,0.11611030478954998,CLOSED
448,001440,대한전선,2022-03-31,16805.0,2022-04-29,16442.0,29,-0.02160071407319253,CLOSED
449,003490,대한항공,2022-03-31,30200.0,2022-04-29,30150.0,29,-0.0016556291390728006,CLOSED
450,004170,신세계,2022-03-31,256500.0,2022-04-29,248500.0,29,-0.031189083820662766,CLOSED
451,004990,롯데지주,2022-03-31,32400.0,2022-04-29,34250.0,29,0.057098765432098686,CLOSED
452,006040,동원산업,2022-03-31,45829.0,2022-04-29,45375.0,29,-0.009906391149708704,CLOSED
453,007340,DN오토모티브,2022-03-31,14140.0,2022-04-29,15622.0,29,0.10480905233380478,CLOSED
454,008770,호텔신라,2022-03-31,81200.0,2022-04-29,81200.0,29,0.0,CLOSED
455,009970,영원무역홀딩스,2022-03-31,53500.0,2022-04-29,51300.0,29,-0.04112149532710285,CLOSED
456,010130,고려아연,2022-03-31,585000.0,2022-04-29,576000.0,29,-0.01538461538461533,CLOSED
457,010950,S-Oil,2022-03-31,96700.0,2022-04-29,103500.0,29,0.0703205791106516,CLOSED
458,011070,LG이노텍,2022-03-31,387000.0,2022-04-29,349000.0,29,-0.09819121447028423,CLOSED
459,011200,HMM,2022-03-31,29150.0,2022-04-29,28400.0,29,-0.02572898799313894,CLOSED
460,020560,아시아나항공,2022-03-31,21850.0,2022-04-29,20250.0,29,-0.07322654462242562,CLOSED
461,028050,삼성E&A,2022-03-31,26200.0,2022-04-29,26000.0,29,-0.007633587786259555,CLOSED
462,028670,팬오션,2022-03-31,6990.0,2022-04-29,6660.0,29,-0.047210300429184504,CLOSED
463,035250,강원랜드,2022-03-31,27850.0,2022-04-29,26800.0,29,-0.037701974865350096,CLOSED
464,066970,엘앤에프,2022-03-31,225800.0,2022-04-29,219300.0,29,-0.028786536758193093,CLOSED
465,069620,대웅제약,2022-03-31,164000.0,2022-04-29,183000.0,29,0.11585365853658547,CLOSED
466,078930,GS,2022-03-31,43900.0,2022-04-29,43700.0,29,-0.004555808656036442,CLOSED
467,079550,LIG넥스원,2022-03-31,71900.0,2022-04-29,82100.0,29,0.1418636995827538,CLOSED
468,086280,현대글로비스,2022-03-31,96288.0,2022-04-29,104541.0,29,0.08571161515453629,CLOSED
469,103140,풍산,2022-03-31,33200.0,2022-04-29,32000.0,29,-0.03614457831325302,CLOSED
470,103590,일진전기,2022-03-31,5322.0,2022-04-29,5322.0,29,0.0,CLOSED
471,111770,영원무역,2022-03-31,47600.0,2022-04-29,48000.0,29,0.008403361344537785,CLOSED
472,128940,한미약품,2022-03-31,264013.0,2022-04-29,300628.0,29,0.13868635256597206,CLOSED
473,161890,한국콜마,2022-03-31,43500.0,2022-04-29,47000.0,29,0.08045977011494254,CLOSED
474,282330,BGF리테일,2022-03-31,174500.0,2022-04-29,181000.0,29,0.0372492836676217,CLOSED
475,353200,대덕전자,2022-03-31,28400.0,2022-04-29,30600.0,29,0.07746478873239426,CLOSED
476,000270,기아,2022-08-31,80800.0,2022-09-30,71900.0,30,-0.11014851485148514,CLOSED
477,001120,LX인터내셔널,2022-08-31,43250.0,2022-09-30,38900.0,30,-0.10057803468208093,CLOSED
478,001430,세아베스틸지주,2022-08-31,18650.0,2022-09-30,16250.0,30,-0.12868632707774796,CLOSED
479,003570,SNT다이내믹스,2022-08-31,11350.0,2022-09-30,9260.0,30,-0.1841409691629956,CLOSED
480,003670,포스코퓨처엠,2022-08-31,162845.0,2022-09-30,145397.0,30,-0.10714483097423932,CLOSED
481,005850,에스엘,2022-08-31,38450.0,2022-09-30,32300.0,30,-0.15994798439531854,CLOSED
482,006260,LS,2022-08-31,67100.0,2022-09-30,56700.0,30,-0.1549925484351714,CLOSED
483,006400,삼성SDI,2022-08-31,585461.0,2022-09-30,534552.0,30,-0.08695540778975885,CLOSED
484,009420,한올바이오파마,2022-08-31,17550.0,2022-09-30,13300.0,30,-0.24216524216524216,CLOSED
485,009830,한화솔루션,2022-08-31,65624.0,2022-09-30,58887.0,30,-0.10266061197123,CLOSED
486,010130,고려아연,2022-08-31,672000.0,2022-09-30,595000.0,30,-0.11458333333333337,CLOSED
487,012450,한화에어로스페이스,2022-08-31,82918.0,2022-09-30,62646.0,30,-0.244482500783907,CLOSED
488,035250,강원랜드,2022-08-31,26550.0,2022-09-30,23550.0,30,-0.11299435028248583,CLOSED
489,036460,한국가스공사,2022-08-31,43500.0,2022-09-30,33800.0,30,-0.22298850574712648,CLOSED
490,047050,포스코인터내셔널,2022-08-31,26850.0,2022-09-30,20900.0,30,-0.22160148975791438,CLOSED
491,051910,LG화학,2022-08-31,632000.0,2022-09-30,536000.0,30,-0.15189873417721522,CLOSED
492,069620,대웅제약,2022-08-31,175500.0,2022-09-30,158000.0,30,-0.09971509971509973,CLOSED
493,078930,GS,2022-08-31,46050.0,2022-09-30,41700.0,30,-0.09446254071661242,CLOSED
494,079550,LIG넥스원,2022-08-31,106000.0,2022-09-30,90300.0,30,-0.14811320754716983,CLOSED
495,081660,미스토홀딩스,2022-08-31,31200.0,2022-09-30,31300.0,30,0.0032051282051281937,CLOSED
496,103140,풍산,2022-08-31,31050.0,2022-09-30,24300.0,30,-0.21739130434782605,CLOSED
497,111770,영원무역,2022-08-31,44600.0,2022-09-30,44600.0,30,0.0,CLOSED
498,112610,씨에스윈드,2022-08-31,68700.0,2022-09-30,60700.0,30,-0.11644832605531297,CLOSED
499,128940,한미약품,2022-08-31,296774.0,2022-09-30,220653.0,30,-0.2564948411922877,CLOSED
500,204320,HL만도,2022-08-31,54000.0,2022-09-30,44350.0,30,-0.1787037037037037,CLOSED
501,207940,삼성바이오로직스,2022-08-31,1228906.0,2022-09-30,1187697.0,30,-0.033533077387530086,CLOSED
502,267250,HD현대,2022-08-31,63200.0,2022-09-30,54100.0,30,-0.1439873417721519,CLOSED
503,267270,HD건설기계,2022-08-31,40700.0,2022-09-30,32000.0,30,-0.2137592137592138,CLOSED
504,272210,한화시스템,2022-08-31,15550.0,2022-09-30,11050.0,30,-0.28938906752411575,CLOSED
505,373220,LG에너지솔루션,2022-08-31,462500.0,2022-09-30,426500.0,30,-0.07783783783783782,CLOSED
506,003670,포스코퓨처엠,2022-11-30,211795.0,2022-12-29,174476.0,29,-0.1762034042352275,CLOSED
507,004020,현대제철,2022-11-30,33900.0,2022-12-29,30600.0,29,-0.09734513274336287,CLOSED
508,004800,효성,2022-11-30,58930.0,2022-12-29,51689.0,29,-0.12287459697946712,CLOSED
509,005490,POSCO홀딩스,2022-11-30,299500.0,2022-12-29,276500.0,29,-0.07679465776293826,CLOSED
510,005930,삼성전자,2022-11-30,62200.0,2022-12-29,55300.0,29,-0.11093247588424437,CLOSED
511,006260,LS,2022-11-30,75200.0,2022-12-29,69700.0,29,-0.07313829787234039,CLOSED
512,006400,삼성SDI,2022-11-30,713715.0,2022-12-29,578608.0,29,-0.18930105154018062,CLOSED
513,009150,삼성전기,2022-11-30,141000.0,2022-12-29,130500.0,29,-0.07446808510638303,CLOSED
514,009970,영원무역홀딩스,2022-11-30,56900.0,2022-12-29,61400.0,29,0.07908611599297011,CLOSED
515,010130,고려아연,2022-11-30,630000.0,2022-12-29,564000.0,29,-0.10476190476190472,CLOSED
516,011170,롯데케미칼,2022-11-30,174785.0,2022-12-29,178500.0,29,0.021254684326458273,CLOSED
517,011780,금호석유화학,2022-11-30,149500.0,2022-12-29,126000.0,29,-0.15719063545150502,CLOSED
518,018670,SK가스,2022-11-30,128000.0,2022-12-29,115500.0,29,-0.09765625,CLOSED
519,023590,다우기술,2022-11-30,20800.0,2022-12-29,19200.0,29,-0.07692307692307687,CLOSED
520,030000,제일기획,2022-11-30,24250.0,2022-12-29,23050.0,29,-0.04948453608247427,CLOSED
521,042700,한미반도체,2022-11-30,13400.0,2022-12-29,11500.0,29,-0.14179104477611937,CLOSED
522,051910,LG화학,2022-11-30,740000.0,2022-12-29,600000.0,29,-0.18918918918918914,CLOSED
523,066570,LG전자,2022-11-30,97600.0,2022-12-29,86500.0,29,-0.11372950819672134,CLOSED
524,078930,GS,2022-11-30,48600.0,2022-12-29,43800.0,29,-0.09876543209876543,CLOSED
525,081660,미스토홀딩스,2022-11-30,33050.0,2022-12-29,33250.0,29,0.00605143721633894,CLOSED
526,103140,풍산,2022-11-30,30400.0,2022-12-29,33650.0,29,0.10690789473684204,CLOSED
527,111770,영원무역,2022-11-30,47500.0,2022-12-29,46950.0,29,-0.011578947368421022,CLOSED
528,112610,씨에스윈드,2022-11-30,76500.0,2022-12-29,68800.0,29,-0.1006535947712418,CLOSED
529,207940,삼성바이오로직스,2022-11-30,1305437.0,2022-12-29,1208302.0,29,-0.07440803347844438,CLOSED
530,241560,두산밥캣,2022-11-30,35550.0,2022-12-29,34600.0,29,-0.026722925457102642,CLOSED
531,267250,HD현대,2022-11-30,64500.0,2022-12-29,57100.0,29,-0.11472868217054266,CLOSED
532,267270,HD건설기계,2022-11-30,59900.0,2022-12-29,62200.0,29,0.038397328881469184,CLOSED
533,298020,효성티앤씨,2022-11-30,357000.0,2022-12-29,350000.0,29,-0.019607843137254943,CLOSED
534,326030,SK바이오팜,2022-11-30,73600.0,2022-12-29,72100.0,29,-0.020380434782608647,CLOSED
535,373220,LG에너지솔루션,2022-11-30,587000.0,2022-12-29,435500.0,29,-0.25809199318569,CLOSED
536,003570,SNT다이내믹스,2023-01-31,10710.0,2023-02-28,9280.0,28,-0.13352007469654525,CLOSED
537,004020,현대제철,2023-01-31,34200.0,2023-02-28,35000.0,28,0.023391812865497075,CLOSED
538,011170,롯데케미칼,2023-01-31,176800.0,2023-02-28,178200.0,28,0.007918552036199067,CLOSED
539,011200,HMM,2023-01-31,21750.0,2023-02-28,22550.0,28,0.0367816091954023,CLOSED
540,014680,한솔케미칼,2023-01-31,211000.0,2023-02-28,204500.0,28,-0.03080568720379151,CLOSED
541,052400,코나아이,2023-01-31,17750.0,2023-02-28,18050.0,28,0.016901408450704203,CLOSED
542,069960,현대백화점,2023-01-31,61600.0,2023-02-28,54300.0,28,-0.11850649350649356,CLOSED
543,084370,유진테크,2023-01-31,25850.0,2023-02-28,26500.0,28,0.025145067698259194,CLOSED
544,267270,HD건설기계,2023-01-31,58900.0,2023-02-28,54900.0,28,-0.06791171477079794,CLOSED
545,272210,한화시스템,2023-01-31,13350.0,2023-02-28,12370.0,28,-0.07340823970037458,CLOSED
546,326030,SK바이오팜,2023-01-31,72400.0,2023-02-28,66700.0,28,-0.0787292817679558,CLOSED
547,000270,기아,2023-02-28,75300.0,2023-03-31,81000.0,31,0.07569721115537842,CLOSED
548,000660,SK하이닉스,2023-02-28,89400.0,2023-03-31,88600.0,31,-0.008948545861297563,CLOSED
549,001040,CJ,2023-02-28,86900.0,2023-03-31,104300.0,31,0.20023014959723828,CLOSED
550,001430,세아베스틸지주,2023-02-28,22500.0,2023-03-31,22650.0,31,0.006666666666666599,CLOSED
551,002790,아모레퍼시픽홀딩스,2023-01-31,41050.0,2023-03-31,38500.0,59,-0.062119366626065764,CLOSED
552,005490,POSCO홀딩스,2023-01-31,300500.0,2023-03-31,368000.0,59,0.22462562396006658,CLOSED
553,008770,호텔신라,2023-01-31,79200.0,2023-03-31,81500.0,59,0.029040404040403978,CLOSED
554,009150,삼성전기,2023-01-31,142700.0,2023-03-31,152700.0,59,0.07007708479327257,CLOSED
555,009420,한올바이오파마,2023-01-31,16400.0,2023-03-31,18350.0,59,0.11890243902439024,CLOSED
556,009970,영원무역홀딩스,2023-02-28,69100.0,2023-03-31,64100.0,31,-0.0723589001447178,CLOSED
557,010140,삼성중공업,2023-02-28,5500.0,2023-03-31,5170.0,31,-0.06000000000000005,CLOSED
558,011780,금호석유화학,2023-02-28,157300.0,2023-03-31,143700.0,31,-0.08645899554990466,CLOSED
