rebalance_date,side,buy_date,ticker,name,market,price,qty,amount,first_buy_date,sell_price,pnl
2019-10-02,SELL,2019-09-25,028670,팬오션,KOSPI,,1,4390.0,2019-09-25,4390.0,-210.0
2019-10-02,SELL,2019-09-25,034020,두산에너빌리티,KOSPI,,1,5861.0,2019-09-25,5861.0,-292.0
2019-10-02,SELL,2019-09-25,034230,파라다이스,KOSPI,,1,18550.0,2019-09-25,18550.0,150.0
2019-10-02,SELL,2019-09-25,047050,포스코인터내셔널,KOSPI,,1,18300.0,2019-09-25,18300.0,-1350.0
2019-10-02,SELL,2019-09-25,051600,한전KPS,KOSPI,,1,34350.0,2019-09-25,34350.0,250.0
2019-10-02,SELL,2019-09-25,056190,에스에프에이,KOSDAQ,,1,42600.0,2019-09-25,42600.0,100.0
2019-10-02,SELL,2019-09-25,064260,다날,KOSDAQ,,1,3295.0,2019-09-25,3295.0,-80.0
2019-10-02,SELL,2019-09-25,073240,금호타이어,KOSPI,,1,4185.0,2019-09-25,4185.0,-240.0
2019-10-02,SELL,2019-09-25,084370,유진테크,KOSDAQ,,1,14000.0,2019-09-25,14000.0,-150.0
2019-10-02,SELL,2019-09-25,095660,네오위즈,KOSDAQ,,1,16250.0,2019-09-25,16250.0,550.0
2019-10-02,SELL,2019-09-25,103590,일진전기,KOSPI,,1,2987.0,2019-09-25,2987.0,-95.0
2019-10-02,SELL,2019-09-25,204320,HL만도,KOSPI,,1,33650.0,2019-09-25,33650.0,-2100.0
2019-10-02,SELL,2019-09-25,267250,HD현대,KOSPI,,1,68600.0,2019-09-25,68600.0,-1600.0
2019-10-02,SELL,2019-09-25,271560,오리온,KOSPI,,1,97700.0,2019-09-25,97700.0,-200.0
2019-10-23,BUY,2019-10-23,000120,CJ대한통운,KOSPI,159000.0,1,159000.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,000660,SK하이닉스,KOSPI,77700.0,1,77700.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,000990,DB하이텍,KOSPI,17050.0,1,17050.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,002790,아모레퍼시픽홀딩스,KOSPI,70837.0,1,70837.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,003230,삼양식품,KOSPI,88100.0,1,88100.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,005930,삼성전자,KOSPI,51200.0,1,51200.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,007070,GS리테일,KOSPI,34511.0,1,34511.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,009150,삼성전기,KOSPI,111500.0,1,111500.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,009420,한올바이오파마,KOSPI,34550.0,1,34550.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,010950,S-Oil,KOSPI,101000.0,1,101000.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,011070,LG이노텍,KOSPI,125500.0,1,125500.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,012330,현대모비스,KOSPI,240000.0,1,240000.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,012450,한화에어로스페이스,KOSPI,40593.0,1,40593.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,012510,더존비즈온,KOSPI,68000.0,1,68000.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,014680,한솔케미칼,KOSPI,93000.0,1,93000.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,017960,한국카본,KOSPI,8390.0,1,8390.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,021240,코웨이,KOSPI,89400.0,1,89400.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,034230,파라다이스,KOSPI,18750.0,1,18750.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,034730,SK,KOSPI,238500.0,1,238500.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,047050,포스코인터내셔널,KOSPI,18950.0,1,18950.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,047810,한국항공우주,KOSPI,37250.0,1,37250.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,051600,한전KPS,KOSPI,33200.0,1,33200.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,056190,에스에프에이,KOSDAQ,44100.0,1,44100.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,064260,다날,KOSDAQ,3350.0,1,3350.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,084370,유진테크,KOSDAQ,15500.0,1,15500.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,095660,네오위즈,KOSDAQ,16350.0,1,16350.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,120110,코오롱인더,KOSPI,45950.0,1,45950.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,204320,HL만도,KOSPI,34100.0,1,34100.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,267250,HD현대,KOSPI,70400.0,1,70400.0,2019-10-23,,
2019-10-23,BUY,2019-10-23,271560,오리온,KOSPI,105500.0,1,105500.0,2019-10-23,,
2019-10-30,BUY,2019-10-30,006260,LS,KOSPI,47750.0,1,47750.0,2019-10-30,,
2019-10-30,BUY,2019-10-30,011210,현대위아,KOSPI,51300.0,1,51300.0,2019-10-30,,
2019-10-30,BUY,2019-10-30,011790,SKC,KOSPI,44150.0,1,44150.0,2019-10-30,,
2019-10-30,BUY,2019-10-30,018670,SK가스,KOSPI,83438.0,1,83438.0,2019-10-30,,
2019-10-30,BUY,2019-10-30,028260,삼성물산,KOSPI,97300.0,1,97300.0,2019-10-30,,
2019-10-30,BUY,2019-10-30,090430,아모레퍼시픽,KOSPI,184000.0,1,184000.0,2019-10-30,,
2019-10-30,SELL,2019-10-23,000990,DB하이텍,KOSPI,,1,17150.0,2019-10-23,17150.0,100.0
2019-10-30,SELL,2019-10-23,002790,아모레퍼시픽홀딩스,KOSPI,,1,84306.0,2019-10-23,84306.0,13469.0
2019-10-30,SELL,2019-10-23,012330,현대모비스,KOSPI,,1,238000.0,2019-10-23,238000.0,-2000.0
2019-10-30,SELL,2019-10-23,047050,포스코인터내셔널,KOSPI,,1,18350.0,2019-10-23,18350.0,-600.0
2019-10-30,SELL,2019-10-23,056190,에스에프에이,KOSDAQ,,1,41300.0,2019-10-23,41300.0,-2800.0
2019-10-30,SELL,2019-10-23,064260,다날,KOSDAQ,,1,3305.0,2019-10-23,3305.0,-45.0
2019-11-06,BUY,2019-11-06,000990,DB하이텍,KOSPI,17350.0,1,17350.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,002790,아모레퍼시픽홀딩스,KOSPI,87199.0,1,87199.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,006280,녹십자,KOSPI,124000.0,1,124000.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,020150,롯데에너지머티리얼즈,KOSPI,39500.0,1,39500.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,047040,대우건설,KOSPI,4730.0,1,4730.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,064260,다날,KOSDAQ,3525.0,1,3525.0,2019-11-06,,
2019-11-06,BUY,2019-11-06,161390,한국타이어앤테크놀로지,KOSPI,34450.0,1,34450.0,2019-11-06,,
2019-11-06,SELL,2019-10-23,007070,GS리테일,KOSPI,,1,32971.0,2019-10-23,32971.0,-1540.0
2019-11-06,SELL,2019-10-30,011790,SKC,KOSPI,,1,44700.0,2019-10-30,44700.0,550.0
2019-11-06,SELL,2019-10-23,017960,한국카본,KOSPI,,1,7850.0,2019-10-23,7850.0,-540.0
2019-11-06,SELL,2019-10-23,021240,코웨이,KOSPI,,1,92000.0,2019-10-23,92000.0,2600.0
2019-11-06,SELL,2019-10-23,047810,한국항공우주,KOSPI,,1,38350.0,2019-10-23,38350.0,1100.0
2019-11-06,SELL,2019-10-23,051600,한전KPS,KOSPI,,1,33350.0,2019-10-23,33350.0,150.0
2019-11-06,SELL,2019-10-23,204320,HL만도,KOSPI,,1,35700.0,2019-10-23,35700.0,1600.0
2019-11-13,BUY,2019-11-13,020560,아시아나항공,KOSPI,29972.0,1,29972.0,2019-11-13,,
2019-11-13,BUY,2019-11-13,056190,에스에프에이,KOSDAQ,42900.0,1,42900.0,2019-11-13,,
2019-11-13,BUY,2019-11-13,112610,씨에스윈드,KOSPI,18244.0,1,18244.0,2019-11-13,,
2019-11-13,BUY,2019-11-13,204320,HL만도,KOSPI,37700.0,1,37700.0,2019-11-13,,
2019-11-13,SELL,2019-10-23,010950,S-Oil,KOSPI,,1,96300.0,2019-10-23,96300.0,-4700.0
2019-11-13,SELL,2019-10-23,012510,더존비즈온,KOSPI,,1,74700.0,2019-10-23,74700.0,6700.0
2019-11-13,SELL,2019-11-06,020150,롯데에너지머티리얼즈,KOSPI,,1,40150.0,2019-11-06,40150.0,650.0
2019-11-13,SELL,2019-10-23,267250,HD현대,KOSPI,,1,68000.0,2019-10-23,68000.0,-2400.0
2019-11-20,BUY,2019-11-20,012510,더존비즈온,KOSPI,73400.0,1,73400.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,015760,한국전력,KOSPI,28150.0,1,28150.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,021240,코웨이,KOSPI,92000.0,1,92000.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,051600,한전KPS,KOSPI,35600.0,1,35600.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,066570,LG전자,KOSPI,70900.0,1,70900.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,128940,한미약품,KOSPI,305299.0,1,305299.0,2019-11-20,,
2019-11-20,BUY,2019-11-20,131290,티에스이,KOSDAQ,8500.0,1,8500.0,2019-11-20,,
2019-11-20,SELL,2019-10-30,006260,LS,KOSPI,,1,45000.0,2019-10-30,45000.0,-2750.0
2019-11-20,SELL,2019-10-23,012450,한화에어로스페이스,KOSPI,,1,39217.0,2019-10-23,39217.0,-1376.0
2019-11-20,SELL,2019-11-13,020560,아시아나항공,KOSPI,,1,27443.0,2019-11-13,27443.0,-2529.0
2019-11-20,SELL,2019-11-13,056190,에스에프에이,KOSDAQ,,1,42900.0,2019-11-13,42900.0,0.0
2019-11-20,SELL,2019-11-06,064260,다날,KOSDAQ,,1,3470.0,2019-11-06,3470.0,-55.0
2019-11-20,SELL,2019-10-23,095660,네오위즈,KOSDAQ,,1,15050.0,2019-10-23,15050.0,-1300.0
2019-11-20,SELL,2019-11-13,204320,HL만도,KOSPI,,1,35250.0,2019-11-13,35250.0,-2450.0
2019-11-27,BUY,2019-11-27,001040,CJ,KOSPI,94400.0,1,94400.0,2019-11-27,,
2019-11-27,BUY,2019-11-27,003570,SNT다이내믹스,KOSPI,6710.0,1,6710.0,2019-11-27,,
2019-11-27,BUY,2019-11-27,004170,신세계,KOSPI,267000.0,1,267000.0,2019-11-27,,
2019-11-27,BUY,2019-11-27,005490,POSCO홀딩스,KOSPI,233000.0,1,233000.0,2019-11-27,,
2019-11-27,BUY,2019-11-27,051900,LG생활건강,KOSPI,1276000.0,1,1276000.0,2019-11-27,,
2019-11-27,BUY,2019-11-27,069960,현대백화점,KOSPI,81400.0,1,81400.0,2019-11-27,,
2019-11-27,SELL,2019-11-06,000990,DB하이텍,KOSPI,,1,18950.0,2019-11-06,18950.0,1600.0
2019-11-27,SELL,2019-11-06,002790,아모레퍼시픽홀딩스,KOSPI,,1,79600.0,2019-11-06,79600.0,-7599.0
2019-11-27,SELL,2019-11-06,006280,녹십자,KOSPI,,1,125500.0,2019-11-06,125500.0,1500.0
2019-11-27,SELL,2019-11-20,015760,한국전력,KOSPI,,1,27400.0,2019-11-20,27400.0,-750.0
2019-11-27,SELL,2019-11-20,131290,티에스이,KOSDAQ,,1,8600.0,2019-11-20,8600.0,100.0
2019-11-27,SELL,2019-11-06,161390,한국타이어앤테크놀로지,KOSPI,,1,34550.0,2019-11-06,34550.0,100.0
2019-12-04,SELL,2019-10-23,000120,CJ대한통운,KOSPI,,1,151000.0,2019-10-23,151000.0,-8000.0
2019-12-04,SELL,2019-10-23,000660,SK하이닉스,KOSPI,,1,77700.0,2019-10-23,77700.0,0.0
2019-12-04,SELL,2019-11-27,001040,CJ,KOSPI,,1,91300.0,2019-11-27,91300.0,-3100.0
2019-12-04,SELL,2019-10-23,003230,삼양식품,KOSPI,,1,87300.0,2019-10-23,87300.0,-800.0
2019-12-04,SELL,2019-11-27,003570,SNT다이내믹스,KOSPI,,1,6700.0,2019-11-27,6700.0,-10.0
2019-12-04,SELL,2019-11-27,004170,신세계,KOSPI,,1,280500.0,2019-11-27,280500.0,13500.0
2019-12-04,SELL,2019-11-27,005490,POSCO홀딩스,KOSPI,,1,227000.0,2019-11-27,227000.0,-6000.0
2019-12-04,SELL,2019-10-23,005930,삼성전자,KOSPI,,1,49450.0,2019-10-23,49450.0,-1750.0
2019-12-04,SELL,2019-10-23,009150,삼성전기,KOSPI,,1,111500.0,2019-10-23,111500.0,0.0
2019-12-04,SELL,2019-10-23,009420,한올바이오파마,KOSPI,,1,34000.0,2019-10-23,34000.0,-550.0
2019-12-04,SELL,2019-10-23,011070,LG이노텍,KOSPI,,1,125500.0,2019-10-23,125500.0,0.0
2019-12-04,SELL,2019-10-30,011210,현대위아,KOSPI,,1,51900.0,2019-10-30,51900.0,600.0
2019-12-04,SELL,2019-11-20,012510,더존비즈온,KOSPI,,1,70500.0,2019-11-20,70500.0,-2900.0
2019-12-04,SELL,2019-10-23,014680,한솔케미칼,KOSPI,,1,97100.0,2019-10-23,97100.0,4100.0
2019-12-04,SELL,2019-10-30,018670,SK가스,KOSPI,,1,86014.0,2019-10-30,86014.0,2576.0
2019-12-04,SELL,2019-11-20,021240,코웨이,KOSPI,,1,92900.0,2019-11-20,92900.0,900.0
2019-12-04,SELL,2019-10-30,028260,삼성물산,KOSPI,,1,102500.0,2019-10-30,102500.0,5200.0
2019-12-04,SELL,2019-10-23,034230,파라다이스,KOSPI,,1,18250.0,2019-10-23,18250.0,-500.0
2019-12-04,SELL,2019-10-23,034730,SK,KOSPI,,1,253500.0,2019-10-23,253500.0,15000.0
2019-12-04,SELL,2019-11-06,047040,대우건설,KOSPI,,1,4385.0,2019-11-06,4385.0,-345.0
2019-12-04,SELL,2019-11-20,051600,한전KPS,KOSPI,,1,36150.0,2019-11-20,36150.0,550.0
2019-12-04,SELL,2019-11-27,051900,LG생활건강,KOSPI,,1,1260000.0,2019-11-27,1260000.0,-16000.0
2019-12-04,SELL,2019-11-20,066570,LG전자,KOSPI,,1,70000.0,2019-11-20,70000.0,-900.0
2019-12-04,SELL,2019-11-27,069960,현대백화점,KOSPI,,1,80500.0,2019-11-27,80500.0,-900.0
2019-12-04,SELL,2019-10-23,084370,유진테크,KOSDAQ,,1,13550.0,2019-10-23,13550.0,-1950.0
2019-12-04,SELL,2019-10-30,090430,아모레퍼시픽,KOSPI,,1,190500.0,2019-10-30,190500.0,6500.0
2019-12-04,SELL,2019-11-13,112610,씨에스윈드,KOSPI,,1,16915.0,2019-11-13,16915.0,-1329.0
2019-12-04,SELL,2019-10-23,120110,코오롱인더,KOSPI,,1,47650.0,2019-10-23,47650.0,1700.0
2019-12-04,SELL,2019-11-20,128940,한미약품,KOSPI,,1,296642.0,2019-11-20,296642.0,-8657.0
2019-12-04,SELL,2019-10-23,271560,오리온,KOSPI,,1,108000.0,2019-10-23,108000.0,2500.0
2019-12-18,BUY,2019-12-18,000120,CJ대한통운,KOSPI,152000.0,1,152000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,000660,SK하이닉스,KOSPI,93000.0,1,93000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,001040,CJ,KOSPI,94900.0,1,94900.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,002790,아모레퍼시픽홀딩스,KOSPI,81000.0,1,81000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,003230,삼양식품,KOSPI,86300.0,1,86300.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,004170,신세계,KOSPI,287000.0,1,287000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,005930,삼성전자,KOSPI,56300.0,1,56300.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,006280,녹십자,KOSPI,125000.0,1,125000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,009150,삼성전기,KOSPI,118500.0,1,118500.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,009420,한올바이오파마,KOSPI,34500.0,1,34500.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,011070,LG이노텍,KOSPI,129500.0,1,129500.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,011790,SKC,KOSPI,47400.0,1,47400.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,012330,현대모비스,KOSPI,267000.0,1,267000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,012510,더존비즈온,KOSPI,75100.0,1,75100.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,014680,한솔케미칼,KOSPI,105000.0,1,105000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,018670,SK가스,KOSPI,84528.0,1,84528.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,021240,코웨이,KOSPI,92800.0,1,92800.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,028260,삼성물산,KOSPI,103000.0,1,103000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,034230,파라다이스,KOSPI,18950.0,1,18950.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,034730,SK,KOSPI,256500.0,1,256500.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,042700,한미반도체,KOSPI,3955.0,1,3955.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,051600,한전KPS,KOSPI,40800.0,1,40800.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,066570,LG전자,KOSPI,72500.0,1,72500.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,084370,유진테크,KOSDAQ,15900.0,1,15900.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,090430,아모레퍼시픽,KOSPI,198000.0,1,198000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,095660,네오위즈,KOSDAQ,16700.0,1,16700.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,112610,씨에스윈드,KOSPI,17746.0,1,17746.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,120110,코오롱인더,KOSPI,48550.0,1,48550.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,139480,이마트,KOSPI,132000.0,1,132000.0,2019-12-18,,
2019-12-18,BUY,2019-12-18,161390,한국타이어앤테크놀로지,KOSPI,34450.0,1,34450.0,2019-12-18,,
2019-12-27,BUY,2019-12-27,000100,유한양행,KOSPI,39657.0,1,39657.0,2019-12-27,,
2019-12-27,BUY,2019-12-27,000990,DB하이텍,KOSPI,28150.0,1,28150.0,2019-12-27,,
2019-12-27,BUY,2019-12-27,020150,롯데에너지머티리얼즈,KOSPI,41700.0,1,41700.0,2019-12-27,,
2019-12-27,BUY,2019-12-27,056190,에스에프에이,KOSDAQ,46750.0,1,46750.0,2019-12-27,,
2019-12-27,BUY,2019-12-27,131290,티에스이,KOSDAQ,13700.0,1,13700.0,2019-12-27,,
2019-12-27,BUY,2019-12-27,271560,오리온,KOSPI,106000.0,1,106000.0,2019-12-27,,
2019-12-27,SELL,2019-12-18,000120,CJ대한통운,KOSPI,,1,154500.0,2019-12-18,154500.0,2500.0
2019-12-27,SELL,2019-12-18,012330,현대모비스,KOSPI,,1,257500.0,2019-12-18,257500.0,-9500.0
2019-12-27,SELL,2019-12-18,034230,파라다이스,KOSPI,,1,19350.0,2019-12-18,19350.0,400.0
2019-12-27,SELL,2019-12-18,066570,LG전자,KOSPI,,1,71800.0,2019-12-18,71800.0,-700.0
2019-12-27,SELL,2019-12-18,095660,네오위즈,KOSDAQ,,1,16500.0,2019-12-18,16500.0,-200.0
2019-12-27,SELL,2019-12-18,161390,한국타이어앤테크놀로지,KOSPI,,1,33450.0,2019-12-18,33450.0,-1000.0
2020-01-03,BUY,2020-01-03,003670,포스코퓨처엠,KOSPI,45353.0,1,45353.0,2020-01-03,,
2020-01-03,BUY,2020-01-03,008770,호텔신라,KOSPI,95300.0,1,95300.0,2020-01-03,,
2020-01-03,BUY,2020-01-03,069960,현대백화점,KOSPI,85600.0,1,85600.0,2020-01-03,,
2020-01-03,BUY,2020-01-03,097230,HJ중공업,KOSPI,5080.0,1,5080.0,2020-01-03,,
2020-01-03,BUY,2020-01-03,267260,HD현대일렉트릭,KOSPI,11250.0,1,11250.0,2020-01-03,,
2020-01-03,SELL,2019-12-27,000100,유한양행,KOSPI,,1,38650.0,2019-12-27,38650.0,-1007.0
2020-01-03,SELL,2019-12-18,021240,코웨이,KOSPI,,1,90300.0,2019-12-18,90300.0,-2500.0
2020-01-03,SELL,2019-12-27,056190,에스에프에이,KOSDAQ,,1,44600.0,2019-12-27,44600.0,-2150.0
2020-01-03,SELL,2019-12-18,139480,이마트,KOSPI,,1,122500.0,2019-12-18,122500.0,-9500.0
2020-01-03,SELL,2019-12-27,271560,오리온,KOSPI,,1,104000.0,2019-12-27,104000.0,-2000.0
2020-01-08,SELL,2019-12-18,000660,SK하이닉스,KOSPI,,1,97400.0,2019-12-18,97400.0,4400.0
2020-01-08,SELL,2019-12-27,000990,DB하이텍,KOSPI,,1,28950.0,2019-12-27,28950.0,800.0
2020-01-08,SELL,2019-12-18,001040,CJ,KOSPI,,1,90900.0,2019-12-18,90900.0,-4000.0
2020-01-08,SELL,2019-12-18,002790,아모레퍼시픽홀딩스,KOSPI,,1,84200.0,2019-12-18,84200.0,3200.0
2020-01-08,SELL,2019-12-18,003230,삼양식품,KOSPI,,1,97400.0,2019-12-18,97400.0,11100.0
2020-01-08,SELL,2020-01-03,003670,포스코퓨처엠,KOSPI,,1,43716.0,2020-01-03,43716.0,-1637.0
2020-01-08,SELL,2019-12-18,004170,신세계,KOSPI,,1,306500.0,2019-12-18,306500.0,19500.0
2020-01-08,SELL,2019-12-18,005930,삼성전자,KOSPI,,1,56800.0,2019-12-18,56800.0,500.0
2020-01-08,SELL,2019-12-18,006280,녹십자,KOSPI,,1,122500.0,2019-12-18,122500.0,-2500.0
2020-01-08,SELL,2020-01-03,008770,호텔신라,KOSPI,,1,97300.0,2020-01-03,97300.0,2000.0
2020-01-08,SELL,2019-12-18,009150,삼성전기,KOSPI,,1,125000.0,2019-12-18,125000.0,6500.0
2020-01-08,SELL,2019-12-18,009420,한올바이오파마,KOSPI,,1,34550.0,2019-12-18,34550.0,50.0
2020-01-08,SELL,2019-12-18,011070,LG이노텍,KOSPI,,1,137500.0,2019-12-18,137500.0,8000.0
2020-01-08,SELL,2019-12-18,011790,SKC,KOSPI,,1,51300.0,2019-12-18,51300.0,3900.0
2020-01-08,SELL,2019-12-18,012510,더존비즈온,KOSPI,,1,80200.0,2019-12-18,80200.0,5100.0
2020-01-08,SELL,2019-12-18,014680,한솔케미칼,KOSPI,,1,104500.0,2019-12-18,104500.0,-500.0
2020-01-08,SELL,2019-12-18,018670,SK가스,KOSPI,,1,82900.0,2019-12-18,82900.0,-1628.0
2020-01-08,SELL,2019-12-27,020150,롯데에너지머티리얼즈,KOSPI,,1,40750.0,2019-12-27,40750.0,-950.0
2020-01-08,SELL,2019-12-18,028260,삼성물산,KOSPI,,1,105000.0,2019-12-18,105000.0,2000.0
2020-01-08,SELL,2019-12-18,034730,SK,KOSPI,,1,244500.0,2019-12-18,244500.0,-12000.0
2020-01-08,SELL,2019-12-18,042700,한미반도체,KOSPI,,1,3925.0,2019-12-18,3925.0,-30.0
2020-01-08,SELL,2019-12-18,051600,한전KPS,KOSPI,,1,37400.0,2019-12-18,37400.0,-3400.0
2020-01-08,SELL,2020-01-03,069960,현대백화점,KOSPI,,1,87300.0,2020-01-03,87300.0,1700.0
2020-01-08,SELL,2019-12-18,084370,유진테크,KOSDAQ,,1,16650.0,2019-12-18,16650.0,750.0
2020-01-08,SELL,2019-12-18,090430,아모레퍼시픽,KOSPI,,1,214000.0,2019-12-18,214000.0,16000.0
2020-01-08,SELL,2020-01-03,097230,HJ중공업,KOSPI,,1,4660.0,2020-01-03,4660.0,-420.0
2020-01-08,SELL,2019-12-18,112610,씨에스윈드,KOSPI,,1,17865.0,2019-12-18,17865.0,119.0
2020-01-08,SELL,2019-12-18,120110,코오롱인더,KOSPI,,1,44950.0,2019-12-18,44950.0,-3600.0
2020-01-08,SELL,2019-12-27,131290,티에스이,KOSDAQ,,1,15000.0,2019-12-27,15000.0,1300.0
2020-01-08,SELL,2020-01-03,267260,HD현대일렉트릭,KOSPI,,1,10400.0,2020-01-03,10400.0,-850.0
2020-01-15,BUY,2020-01-15,000660,SK하이닉스,KOSPI,98200.0,1,98200.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,001040,CJ,KOSPI,92400.0,1,92400.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,003230,삼양식품,KOSPI,102000.0,1,102000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,003570,SNT다이내믹스,KOSPI,6740.0,1,6740.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,003670,포스코퓨처엠,KOSPI,49857.0,1,49857.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,004170,신세계,KOSPI,323500.0,1,323500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,005930,삼성전자,KOSPI,59000.0,1,59000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,006280,녹십자,KOSPI,125500.0,1,125500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,006400,삼성SDI,KOSPI,261891.0,1,261891.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,008770,호텔신라,KOSPI,105500.0,1,105500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,009150,삼성전기,KOSPI,133500.0,1,133500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,009420,한올바이오파마,KOSPI,36000.0,1,36000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,011070,LG이노텍,KOSPI,148000.0,1,148000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,011790,SKC,KOSPI,51300.0,1,51300.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,012510,더존비즈온,KOSPI,84100.0,1,84100.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,014680,한솔케미칼,KOSPI,108500.0,1,108500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,020150,롯데에너지머티리얼즈,KOSPI,46950.0,1,46950.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,028260,삼성물산,KOSPI,107000.0,1,107000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,034230,파라다이스,KOSPI,21600.0,1,21600.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,042700,한미반도체,KOSPI,4220.0,1,4220.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,051600,한전KPS,KOSPI,39200.0,1,39200.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,051900,LG생활건강,KOSPI,1422000.0,1,1422000.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,069960,현대백화점,KOSPI,89800.0,1,89800.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,084370,유진테크,KOSDAQ,18150.0,1,18150.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,090430,아모레퍼시픽,KOSPI,234500.0,1,234500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,095660,네오위즈,KOSDAQ,18500.0,1,18500.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,112610,씨에스윈드,KOSPI,18126.0,1,18126.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,161890,한국콜마,KOSPI,52900.0,1,52900.0,2020-01-15,,
2020-01-15,BUY,2020-01-15,192820,코스맥스,KOSPI,86261.0,1,86261.0,2020-01-15,,
